ID,Slope,Silvicultural Treatment,Fraction_Piled_Residues,Fraction_Scattered_Residues,Burn Type,Biomass Collection,Pulp Market,Recovered_Stem9Plus,Recovered_Stem6to9,Recovered_Stem4to6,Recovered_Bark9Plus,Recovered_Bark6to9,Recovered_Bark4to6,Recovered_Branch,Recovered_Foliage,Merchantable_Stem9Plus,Merchantable_Stem6to9,Merchantable_Stem4to6,Merchantable_Bark9Plus,Merchantable_Bark6to9,Merchantable_Bark4to6,Merchantable_Branch,Merchantable_Foliage,Piled_Stem9Plus,Piled_Stem6to9,Piled_Stem4to6,Piled_Bark9Plus,Piled_Bark6to9,Piled_Bark4to6,Piled_Branch,Piled_Foliage,Scattered_Stem9Plus,Scattered_Stem6to9,Scattered_Stem4to6,Scattered_Bark9Plus,Scattered_Bark6to9,Scattered_Bark4to6,Scattered_Branch,Scattered_Foliage
175,GT40,TP40,30%,70%,Broadcast,Piles Only,No,0,0,0.2708,0,0,0.2708,0.2708,0.2708,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.7293,0.155,0.155,0.7293,0.7293,0.7293
176,LT40,TP40,30%,70%,Broadcast,Piles Only,Yes,0,0,0,0,0,0,0.2708,0.2708,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.7293,0.7293
176,GT40,TP40,30%,70%,Broadcast,Piles Only,Yes,0,0,0,0,0,0,0.2708,0.2708,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.7293,0.7293
177,LT40,TP40,30%,70%,None,All Tech Recoverable,No,0.1085,0.1085,0.7,0.1085,0.1085,0.7,0.7,0.7,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.3,0.0465,0.0465,0.3,0.3,0.3
177,GT40,TP40,30%,70%,None,All Tech Recoverable,No,0.093,0.093,0.6,0.093,0.093,0.6,0.6,0.6,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.4,0.062,0.062,0.4,0.4,0.4
178,LT40,TP40,30%,70%,None,All Tech Recoverable,Yes,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.7,0.7,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.3,0.3
178,GT40,TP40,30%,70%,None,All Tech Recoverable,Yes,0.093,0.093,0.093,0.093,0.093,0.093,0.6,0.6,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.062,0.062,0.062,0.062,0.4,0.4
179,LT40,TP40,30%,70%,None,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.3,0,0,0.3,0.3,0.3,0.155,0.155,0.7,0.155,0.155,0.7,0.7,0.7
179,GT40,TP40,30%,70%,None,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.3,0,0,0.3,0.3,0.3,0.155,0.155,0.7,0.155,0.155,0.7,0.7,0.7
180,LT40,TP40,30%,70%,None,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.3,0.3,0.155,0.155,0.155,0.155,0.155,0.155,0.7,0.7
180,GT40,TP40,30%,70%,None,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.3,0.3,0.155,0.155,0.155,0.155,0.155,0.155,0.7,0.7
181,LT40,TP40,30%,70%,None,Piles Only,No,0,0,0.2708,0,0,0.2708,0.2708,0.2708,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.7293,0.155,0.155,0.7293,0.7293,0.7293
181,GT40,TP40,30%,70%,None,Piles Only,No,0,0,0.2708,0,0,0.2708,0.2708,0.2708,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.7293,0.155,0.155,0.7293,0.7293,0.7293
182,LT40,TP40,30%,70%,None,Piles Only,Yes,0,0,0,0,0,0,0.2708,0.2708,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.7293,0.7293
182,GT40,TP40,30%,70%,None,Piles Only,Yes,0,0,0,0,0,0,0.2708,0.2708,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.7293,0.7293
183,LT40,TP40,30%,70%,Pile,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.3,0,0,0.3,0.3,0.3,0.155,0.155,0.7,0.155,0.155,0.7,0.7,0.7
183,GT40,TP40,30%,70%,Pile,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.3,0,0,0.3,0.3,0.3,0.155,0.155,0.7,0.155,0.155,0.7,0.7,0.7
184,LT40,TP40,30%,70%,Pile,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.3,0.3,0.155,0.155,0.155,0.155,0.155,0.155,0.7,0.7
184,GT40,TP40,30%,70%,Pile,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.3,0.3,0.155,0.155,0.155,0.155,0.155,0.155,0.7,0.7
185,LT40,TP40,30%,70%,Pile and Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.3,0,0,0.3,0.3,0.3,0.155,0.155,0.7,0.155,0.155,0.7,0.7,0.7
185,GT40,TP40,30%,70%,Pile and Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.3,0,0,0.3,0.3,0.3,0.155,0.155,0.7,0.155,0.155,0.7,0.7,0.7
186,LT40,TP40,30%,70%,Pile and Broadcast,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.3,0.3,0.155,0.155,0.155,0.155,0.155,0.155,0.7,0.7
186,GT40,TP40,30%,70%,Pile and Broadcast,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.3,0.3,0.155,0.155,0.155,0.155,0.155,0.155,0.7,0.7
187,LT40,TP40,50%,50%,Broadcast,All Tech Recoverable,No,0.1085,0.1085,0.7,0.1085,0.1085,0.7,0.7,0.7,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.3,0.0465,0.0465,0.3,0.3,0.3
187,GT40,TP40,50%,50%,Broadcast,All Tech Recoverable,No,0.093,0.093,0.6,0.093,0.093,0.6,0.6,0.6,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.4,0.062,0.062,0.4,0.4,0.4
188,LT40,TP40,50%,50%,Broadcast,All Tech Recoverable,Yes,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.7,0.7,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.3,0.3
188,GT40,TP40,50%,50%,Broadcast,All Tech Recoverable,Yes,0.093,0.093,0.093,0.093,0.093,0.093,0.6,0.6,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.062,0.062,0.062,0.062,0.4,0.4
189,LT40,TP40,50%,50%,Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.155,0.155,0.5,0.155,0.155,0.5,0.5,0.5
189,GT40,TP40,50%,50%,Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.155,0.155,0.5,0.155,0.155,0.5,0.5,0.5
190,LT40,TP40,50%,50%,Broadcast,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.5,0.5,0.155,0.155,0.155,0.155,0.155,0.155,0.5,0.5
190,GT40,TP40,50%,50%,Broadcast,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.5,0.5,0.155,0.155,0.155,0.155,0.155,0.155,0.5,0.5
191,LT40,TP40,50%,50%,Broadcast,Piles Only,No,0,0,0.4513,0,0,0.4513,0.4513,0.4513,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.5488,0.155,0.155,0.5488,0.5488,0.5488
191,GT40,TP40,50%,50%,Broadcast,Piles Only,No,0,0,0.4513,0,0,0.4513,0.4513,0.4513,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.5488,0.155,0.155,0.5488,0.5488,0.5488
192,LT40,TP40,50%,50%,Broadcast,Piles Only,Yes,0,0,0,0,0,0,0.4513,0.4513,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.5488,0.5488
192,GT40,TP40,50%,50%,Broadcast,Piles Only,Yes,0,0,0,0,0,0,0.4513,0.4513,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.5488,0.5488
193,LT40,TP40,50%,50%,None,All Tech Recoverable,No,0.1085,0.1085,0.7,0.1085,0.1085,0.7,0.7,0.7,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.3,0.0465,0.0465,0.3,0.3,0.3
193,GT40,TP40,50%,50%,None,All Tech Recoverable,No,0.093,0.093,0.6,0.093,0.093,0.6,0.6,0.6,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.4,0.062,0.062,0.4,0.4,0.4
194,LT40,TP40,50%,50%,None,All Tech Recoverable,Yes,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.7,0.7,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.3,0.3
194,GT40,TP40,50%,50%,None,All Tech Recoverable,Yes,0.093,0.093,0.093,0.093,0.093,0.093,0.6,0.6,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.062,0.062,0.062,0.062,0.4,0.4
195,LT40,TP40,50%,50%,None,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.155,0.155,0.5,0.155,0.155,0.5,0.5,0.5
195,GT40,TP40,50%,50%,None,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.155,0.155,0.5,0.155,0.155,0.5,0.5,0.5
196,LT40,TP40,50%,50%,None,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.5,0.5,0.155,0.155,0.155,0.155,0.155,0.155,0.5,0.5
196,GT40,TP40,50%,50%,None,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.5,0.5,0.155,0.155,0.155,0.155,0.155,0.155,0.5,0.5
197,LT40,TP40,50%,50%,None,Piles Only,No,0,0,0.4513,0,0,0.4513,0.4513,0.4513,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.5488,0.155,0.155,0.5488,0.5488,0.5488
197,GT40,TP40,50%,50%,None,Piles Only,No,0,0,0.4513,0,0,0.4513,0.4513,0.4513,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.5488,0.155,0.155,0.5488,0.5488,0.5488
198,LT40,TP40,50%,50%,None,Piles Only,Yes,0,0,0,0,0,0,0.4513,0.4513,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.5488,0.5488
198,GT40,TP40,50%,50%,None,Piles Only,Yes,0,0,0,0,0,0,0.4513,0.4513,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.5488,0.5488
199,LT40,TP40,50%,50%,Pile,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.155,0.155,0.5,0.155,0.155,0.5,0.5,0.5
199,GT40,TP40,50%,50%,Pile,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.155,0.155,0.5,0.155,0.155,0.5,0.5,0.5
200,LT40,TP40,50%,50%,Pile,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.5,0.5,0.155,0.155,0.155,0.155,0.155,0.155,0.5,0.5
200,GT40,TP40,50%,50%,Pile,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.5,0.5,0.155,0.155,0.155,0.155,0.155,0.155,0.5,0.5
201,LT40,TP40,50%,50%,Pile and Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.155,0.155,0.5,0.155,0.155,0.5,0.5,0.5
201,GT40,TP40,50%,50%,Pile and Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.155,0.155,0.5,0.155,0.155,0.5,0.5,0.5
202,LT40,TP40,50%,50%,Pile and Broadcast,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.5,0.5,0.155,0.155,0.155,0.155,0.155,0.155,0.5,0.5
202,GT40,TP40,50%,50%,Pile and Broadcast,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.5,0.5,0.155,0.155,0.155,0.155,0.155,0.155,0.5,0.5
203,LT40,TP40,70%,30%,Broadcast,All Tech Recoverable,No,0.1085,0.1085,0.7,0.1085,0.1085,0.7,0.7,0.7,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.3,0.0465,0.0465,0.3,0.3,0.3
203,GT40,TP40,70%,30%,Broadcast,All Tech Recoverable,No,0.093,0.093,0.6,0.093,0.093,0.6,0.6,0.6,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.4,0.062,0.062,0.4,0.4,0.4
204,LT40,TP40,70%,30%,Broadcast,All Tech Recoverable,Yes,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.7,0.7,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.3,0.3
204,GT40,TP40,70%,30%,Broadcast,All Tech Recoverable,Yes,0.093,0.093,0.093,0.093,0.093,0.093,0.6,0.6,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.062,0.062,0.062,0.062,0.4,0.4
205,LT40,TP40,70%,30%,Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.7,0,0,0.7,0.7,0.7,0.155,0.155,0.3,0.155,0.155,0.3,0.3,0.3
205,GT40,TP40,70%,30%,Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.7,0,0,0.7,0.7,0.7,0.155,0.155,0.3,0.155,0.155,0.3,0.3,0.3
206,LT40,TP40,70%,30%,Broadcast,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.7,0.7,0.155,0.155,0.155,0.155,0.155,0.155,0.3,0.3
206,GT40,TP40,70%,30%,Broadcast,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.7,0.7,0.155,0.155,0.155,0.155,0.155,0.155,0.3,0.3
207,LT40,TP40,70%,30%,Broadcast,Piles Only,No,0,0,0.6318,0,0,0.6318,0.6318,0.6318,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.3683,0.155,0.155,0.3683,0.3683,0.3683
207,GT40,TP40,70%,30%,Broadcast,Piles Only,No,0,0,0.6,0,0,0.6,0.6,0.6,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.4,0.155,0.155,0.4,0.4,0.4
208,LT40,TP40,70%,30%,Broadcast,Piles Only,Yes,0,0,0,0,0,0,0.6318,0.6318,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.3683,0.3683
208,GT40,TP40,70%,30%,Broadcast,Piles Only,Yes,0,0,0,0,0,0,0.6,0.6,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.4,0.4
209,LT40,TP40,70%,30%,None,All Tech Recoverable,No,0.1085,0.1085,0.7,0.1085,0.1085,0.7,0.7,0.7,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.3,0.0465,0.0465,0.3,0.3,0.3
209,GT40,TP40,70%,30%,None,All Tech Recoverable,No,0.093,0.093,0.6,0.093,0.093,0.6,0.6,0.6,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.4,0.062,0.062,0.4,0.4,0.4
210,LT40,TP40,70%,30%,None,All Tech Recoverable,Yes,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.7,0.7,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.3,0.3
210,GT40,TP40,70%,30%,None,All Tech Recoverable,Yes,0.093,0.093,0.093,0.093,0.093,0.093,0.6,0.6,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.062,0.062,0.062,0.062,0.4,0.4
211,LT40,TP40,70%,30%,None,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.7,0,0,0.7,0.7,0.7,0.155,0.155,0.3,0.155,0.155,0.3,0.3,0.3
211,GT40,TP40,70%,30%,None,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.7,0,0,0.7,0.7,0.7,0.155,0.155,0.3,0.155,0.155,0.3,0.3,0.3
212,LT40,TP40,70%,30%,None,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.7,0.7,0.155,0.155,0.155,0.155,0.155,0.155,0.3,0.3
212,GT40,TP40,70%,30%,None,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.7,0.7,0.155,0.155,0.155,0.155,0.155,0.155,0.3,0.3
213,LT40,TP40,70%,30%,None,Piles Only,No,0,0,0.6318,0,0,0.6318,0.6318,0.6318,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.3683,0.155,0.155,0.3683,0.3683,0.3683
213,GT40,TP40,70%,30%,None,Piles Only,No,0,0,0.6,0,0,0.6,0.6,0.6,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.4,0.155,0.155,0.4,0.4,0.4
214,LT40,TP40,70%,30%,None,Piles Only,Yes,0,0,0,0,0,0,0.6318,0.6318,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.3683,0.3683
214,GT40,TP40,70%,30%,None,Piles Only,Yes,0,0,0,0,0,0,0.6,0.6,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,0.4,0.4
215,LT40,TP40,70%,30%,Pile,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.7,0,0,0.7,0.7,0.7,0.155,0.155,0.3,0.155,0.155,0.3,0.3,0.3
215,GT40,TP40,70%,30%,Pile,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.7,0,0,0.7,0.7,0.7,0.155,0.155,0.3,0.155,0.155,0.3,0.3,0.3
216,LT40,TP40,70%,30%,Pile,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.7,0.7,0.155,0.155,0.155,0.155,0.155,0.155,0.3,0.3
216,GT40,TP40,70%,30%,Pile,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0.7,0.7,0.155,0.155,0.155,0.155,0.155,0.155,0.3,0.3
217,LT40,TFA40,0%,100%,Broadcast,All Tech Recoverable,No,0.1085,0.1085,0.7,0.1085,0.1085,0.7,0.7,0.7,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.3,0.0465,0.0465,0.3,0.3,0.3
217,GT40,TFA40,0%,100%,Broadcast,All Tech Recoverable,No,0.093,0.093,0.6,0.093,0.093,0.6,0.6,0.6,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.4,0.062,0.062,0.4,0.4,0.4
218,LT40,TFA40,0%,100%,Broadcast,All Tech Recoverable,Yes,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.7,0.7,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.3,0.3
218,GT40,TFA40,0%,100%,Broadcast,All Tech Recoverable,Yes,0.093,0.093,0.093,0.093,0.093,0.093,0.6,0.6,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.062,0.062,0.062,0.062,0.4,0.4
219,LT40,TFA40,0%,100%,Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,1,0.155,0.155,1,1,1
219,GT40,TFA40,0%,100%,Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,1,0.155,0.155,1,1,1
220,LT40,TFA40,0%,100%,Broadcast,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,1,1
220,GT40,TFA40,0%,100%,Broadcast,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,1,1
221,LT40,TFA40,0%,100%,None,All Tech Recoverable,No,0.1085,0.1085,0.7,0.1085,0.1085,0.7,0.7,0.7,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.3,0.0465,0.0465,0.3,0.3,0.3
221,GT40,TFA40,0%,100%,None,All Tech Recoverable,No,0.093,0.093,0.6,0.093,0.093,0.6,0.6,0.6,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.4,0.062,0.062,0.4,0.4,0.4
222,LT40,TFA40,0%,100%,None,All Tech Recoverable,Yes,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.7,0.7,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.3,0.3
222,GT40,TFA40,0%,100%,None,All Tech Recoverable,Yes,0.093,0.093,0.093,0.093,0.093,0.093,0.6,0.6,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.062,0.062,0.062,0.062,0.4,0.4
223,LT40,TFA40,0%,100%,None,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,1,0.155,0.155,1,1,1
223,GT40,TFA40,0%,100%,None,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.155,0.155,1,0.155,0.155,1,1,1
224,LT40,TFA40,0%,100%,None,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,1,1
224,GT40,TFA40,0%,100%,None,No,Yes,0,0,0,0,0,0,0,0,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.155,0.155,0.155,0.155,0.155,0.155,1,1
225,LT40,TFA40,30%,70%,Broadcast,All Tech Recoverable,No,0.1085,0.1085,0.7,0.1085,0.1085,0.7,0.7,0.7,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.3,0.0465,0.0465,0.3,0.3,0.3
225,GT40,TFA40,30%,70%,Broadcast,All Tech Recoverable,No,0.093,0.093,0.6,0.093,0.093,0.6,0.6,0.6,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.4,0.062,0.062,0.4,0.4,0.4
226,LT40,TFA40,30%,70%,Broadcast,All Tech Recoverable,Yes,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.7,0.7,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.3,0.3
226,GT40,TFA40,30%,70%,Broadcast,All Tech Recoverable,Yes,0.093,0.093,0.093,0.093,0.093,0.093,0.6,0.6,0.845,0.845,0.845,0.845,0.845,0.845,0,0,0,0,0,0,0,0,0,0,0.062,0.062,0.062,0.062,0.062,0.062,0.4,0.4
227,LT40,TFA40,30%,70%,Broadcast,No,No,0,0,0,0,0,0,0,0,0.845,0.845,0,0.845,0.845,0,0,0,0,0,0.3,0,0,0.3,0.3,0.3,0.155,0.155,0.7,0.155,0.155,0.7,0.7,0.7
